Median_Household_Income_2018,Percent of Population Aged 60+,anycondition_prevalence,Obesity_prevalence,COPD_prevalence,diabetes_prevalence,CKD_prevalence,Total physician assistants (2019),Family Medicine/General Practice Primary Care (2019)
46370.0,26.8,55.7,37.2,12.9,15.3,3.5,6.237466165,11.58786753
48826.0,24.9,50.5,35.8,10.2,14.8,3.8,15.35704255,26.94636349
32321.0,23.9,64.2,40.5,16.8,18.7,4.3,4.832245174,9.311628631
52012.0,15.1,41.5,36.4,7.7,12.8,3.6,5.002948276,11.58177282
53904.0,24.0,50.4,37.0,10.0,12.4,3.2,7.842058843,18.95982563
48831.0,20.4,49.6,35.6,10.4,15.0,3.6,7.651533085,7.844718772
44304.0,11.6,47.6,37.0,11.8,15.8,4.0,8.546801223,14.62342868
64271.0,24.0,45.3,35.9,6.8,10.1,2.9,4.071023036,10.31357653
53866.0,30.1,48.4,35.8,9.7,14.8,4.0,0.397037295,0.592343667
35983.0,25.0,61.4,42.9,16.8,17.8,4.1,3.193085514,5.932064555
38785.0,14.2,54.8,44.2,6.8,17.2,4.0,42.78,70.31
84889.0,15.8,38.7,30.6,4.2,7.9,2.2,26.92936463,36.06135213
52798.0,17.0,45.3,37.1,7.9,9.6,2.7,42.78,37.05683426
50423.0,17.7,49.1,39.5,7.5,13.5,3.2,7.422168749,12.20980421
55583.0,23.7,41.2,30.0,8.9,11.4,3.1,10.42269552,10.68584744
46371.0,26.5,48.7,35.6,11.0,13.2,3.5,0.951837213,3.91613025
43121.0,25.2,50.8,35.2,11.8,15.1,4.0,5.81948203,5.520413883
39502.0,29.6,51.4,34.3,12.0,14.8,4.0,3.465951951,3.287833723
50774.0,33.2,42.3,31.1,8.7,13.4,4.0,0.249917867,0.375196389
59337.0,11.0,50.4,39.5,10.6,14.9,3.7,3.599171727,6.158120411
103536.0,17.6,40.1,32.7,5.9,9.4,2.3,39.1798801,70.31
51805.0,26.6,47.8,35.8,8.0,12.3,3.4,10.57768702,26.79763382
42025.0,25.9,53.2,35.6,12.0,14.8,3.7,4.93349936,10.28916058
52724.0,46.9,46.8,27.8,11.9,15.0,4.4,42.78,70.31
48263.0,19.4,48.2,37.9,10.5,12.9,3.4,9.847602285,23.0076966
37365.0,25.6,58.1,41.2,11.4,18.6,4.3,2.154066668,7.521115021
44395.0,19.2,47.6,35.3,10.3,13.6,3.4,4.214405089,9.846432751
51867.0,28.3,49.8,36.2,10.5,14.1,3.8,1.290914029,2.265113126
56169.0,15.1,46.5,36.3,7.0,12.8,3.4,42.78,70.31
82184.0,18.2,38.2,29.9,6.2,10.6,2.6,42.78,50.02974017
60826.0,22.9,40.9,30.2,7.5,12.7,3.2,42.78,70.31
34024.0,15.9,59.6,46.8,11.3,18.4,4.9,1.907269605,2.554041724
48352.0,33.7,50.0,36.1,10.4,14.8,4.0,17.79230933,30.39135393
32814.0,25.6,58.2,46.2,10.0,20.4,4.6,6.314888279,14.09261531
71825.0,20.8,32.7,26.5,6.4,9.7,2.8,4.057103106,6.941633059
55766.0,21.2,42.3,34.0,6.6,12.0,3.3,7.079846856,13.69864408
48413.0,23.2,48.0,37.5,9.6,12.5,3.4,42.78,70.31
75022.0,18.6,39.6,32.1,5.9,10.8,2.7,42.78,70.31
71959.0,19.2,39.5,31.0,6.7,12.3,3.2,42.78,70.31
37987.0,25.9,52.2,36.5,12.7,15.0,3.7,5.591299274,11.66104865
59567.0,25.9,43.0,34.5,7.7,11.3,3.1,2.901921858,6.239829573
37327.0,27.6,51.6,39.9,9.7,17.0,4.3,1.977453498,3.508051425
47917.0,21.0,55.2,40.2,9.8,15.6,3.7,5.385649246,12.58289889
60973.0,26.2,44.5,30.3,10.1,12.2,3.4,20.41791817,27.74665394
54514.0,28.1,43.2,32.8,9.6,12.1,3.3,21.61155185,15.74753806
93540.0,20.3,33.2,25.3,5.6,8.7,2.5,42.78,70.31
48984.0,20.9,47.3,36.5,9.1,13.6,3.6,25.10486555,23.81470508
27859.0,23.0,53.4,40.4,9.9,18.9,4.4,1.389088419,4.850125545
63310.0,15.6,45.3,34.7,6.0,12.8,3.1,42.78,70.31
65818.0,17.4,42.3,32.7,6.4,10.9,3.1,2.565243739,3.555639389
50031.0,24.7,50.5,35.3,10.3,14.2,3.6,4.557723545,7.997247836
43533.0,20.7,55.4,41.1,9.6,16.7,3.9,2.869318835,5.090242595
44710.0,28.3,48.0,36.8,10.4,14.7,3.9,15.04103498,26.68316814
76113.0,23.5,35.1,26.8,6.8,11.3,3.2,7.962235949,11.87893454
47781.0,28.1,48.7,35.0,8.3,12.3,3.5,1.673219386,4.238953217
55865.0,30.1,47.6,35.9,8.4,12.1,3.5,1.821595649,4.614851346
53147.0,27.2,42.4,34.0,7.4,10.8,3.2,3.740487208,9.476193267
43880.0,30.3,49.6,39.5,8.7,13.1,3.7,1.195547741,1.832591428
64509.0,15.1,34.9,29.6,5.6,9.5,2.6,42.78,70.31
60512.0,15.7,44.5,35.2,7.1,13.0,3.0,42.78,47.12440887
70626.0,25.0,37.6,27.1,6.3,9.6,3.0,42.78,70.31
62519.0,22.4,41.8,32.9,7.8,11.2,3.1,42.78,70.31
46603.0,26.2,51.9,37.4,10.9,16.2,4.0,3.611171555,8.437052707
86619.0,17.7,40.7,31.5,6.3,10.0,2.6,6.55819627,11.63440242
57438.0,29.7,36.5,28.9,7.3,10.3,3.0,21.80371037,32.92625088
41428.0,24.3,57.5,43.5,14.8,16.6,3.9,1.581253432,3.047040083
67094.0,29.1,39.2,26.9,8.5,12.6,3.4,21.46262903,29.16634964
58956.0,22.5,46.2,34.3,8.7,14.0,3.5,24.55866355,23.29657287
47299.0,28.9,56.8,39.3,13.1,15.3,3.7,10.76223702,19.99391638
50330.0,26.7,49.3,37.1,9.2,13.6,3.5,2.84883923,4.686469737
40484.0,19.4,52.9,40.0,11.4,14.1,3.6,10.23604189,23.91523737
45181.0,21.2,50.1,39.1,8.5,14.8,3.7,21.97645495,49.04373789
41129.0,33.8,52.6,38.3,11.0,15.7,4.2,0.945589309,2.033244319
64768.0,27.9,43.0,32.1,8.0,11.2,3.1,14.91168225,14.14535817
36782.0,28.2,54.9,40.0,14.7,16.9,4.0,2.438078311,4.698122506
60367.0,19.7,52.0,35.4,8.5,12.7,3.0,8.962909414,31.29479399
49957.0,20.1,47.0,34.7,7.6,12.8,3.2,27.23121615,70.31
33991.0,20.5,56.4,43.5,10.9,19.6,4.5,1.614496087,16.55235708
58037.0,16.0,40.5,32.2,6.7,10.9,2.9,42.78,70.31
48384.0,34.1,51.1,35.3,10.3,15.1,4.0,9.187170616,15.11331233
58925.0,23.8,45.4,32.2,9.1,11.7,3.1,26.17131579,19.0700693
38704.0,26.0,61.5,41.8,15.0,16.5,3.9,14.77578867,27.45023014
49730.0,25.4,48.7,35.0,11.2,13.9,3.4,1.574491496,6.19175768
64456.0,26.5,46.3,36.8,7.0,10.6,3.1,2.788191169,4.273869675
34113.0,20.6,52.9,39.0,12.4,16.0,4.0,5.504485429,12.86054484
50748.0,23.7,44.8,30.5,8.1,12.2,3.3,42.04243838,39.88184159
46229.0,19.4,52.6,38.6,10.2,13.9,3.5,8.825644027,20.62001838
37360.0,36.2,53.2,39.4,11.1,16.3,4.2,0.716693257,1.541062784
51083.0,30.1,51.9,39.0,10.5,12.8,3.6,11.01302882,17.53409268
44116.0,22.4,47.1,36.9,7.9,13.0,3.9,42.78,70.31
52122.0,28.4,46.8,37.1,7.8,11.2,3.3,2.763474112,7.001017064
68380.0,22.3,41.3,31.9,7.5,11.0,2.8,32.13470925,70.31
46332.0,30.7,49.1,37.0,10.9,15.9,4.0,4.087302485,5.55438447
49860.0,20.5,50.1,37.3,10.8,13.6,3.3,8.634152091,18.00713263
60711.0,24.3,41.9,33.9,7.6,10.6,3.2,5.27448892,9.390883533
39861.0,37.5,42.7,29.0,10.8,15.5,4.5,4.359392077,6.544662785
49586.0,23.4,49.9,37.1,10.8,12.5,3.3,16.48540521,39.85693226
43370.0,31.6,48.4,33.3,10.0,13.6,3.8,2.025188077,3.459259081
41267.0,23.4,55.2,40.1,12.6,14.7,3.6,14.44230375,34.91730503
60230.0,22.4,35.4,25.9,7.2,9.4,2.8,9.977822095,15.06772324
61022.0,21.0,56.7,41.5,10.4,12.8,2.9,17.88872935,34.47118232
46396.0,25.2,50.0,32.8,11.0,12.8,3.5,12.6653616,20.16480912
47028.0,28.2,54.7,39.5,10.9,16.0,4.0,5.846492342,9.617745061
37867.0,27.2,59.6,39.7,14.7,17.1,3.9,15.91289998,29.56273784
58817.0,18.7,49.6,40.3,8.6,14.2,3.5,1.588555747,3.41577672
38304.0,31.0,56.9,40.5,12.3,19.2,4.9,0.282766735,0.465164104
51393.0,16.2,37.5,29.4,6.1,9.7,2.8,13.32269887,17.56325715
56343.0,34.2,37.6,24.6,10.0,13.0,3.9,42.78,70.31
95840.0,19.6,35.4,28.4,4.3,8.5,2.4,42.78,70.31
66849.0,17.7,48.0,36.3,8.3,12.9,3.3,0.778677294,1.280959464
73831.0,21.3,44.6,34.0,8.0,11.1,2.7,9.641029768,37.91377742
47378.0,33.2,37.3,28.5,8.1,12.0,3.6,0.631603918,0.948213554
51649.0,23.2,49.1,37.6,11.2,13.9,3.4,1.092635729,4.296838496
47864.0,23.3,49.6,40.7,8.3,12.4,3.3,10.06399646,21.64001161
40066.0,34.0,47.7,35.8,11.2,14.7,4.0,6.97905864,14.03343086
46512.0,20.4,47.7,35.0,9.6,11.9,3.1,3.143156952,25.34076298
66056.0,20.6,48.7,35.3,10.1,13.0,3.0,10.7060081,20.63023873
46019.0,22.4,46.4,34.1,9.2,13.1,3.5,4.060281145,4.162795006
33116.0,20.2,53.4,39.3,10.5,18.6,4.4,1.122584069,11.50910957
50564.0,26.9,49.8,33.2,11.9,15.5,4.2,1.05918263,1.879016188
37732.0,24.1,54.0,39.4,14.5,16.0,3.8,3.696064052,7.122232959
42540.0,32.4,51.8,37.0,12.6,14.4,4.0,5.692335619,9.062896493
47572.0,30.0,51.0,35.7,10.2,14.5,3.7,2.475277704,4.071944086
56832.0,34.9,45.3,32.0,9.4,12.3,3.5,4.178929259,10.15218208
37562.0,21.3,53.9,37.1,9.7,17.0,4.0,9.403671856,9.641095492
55687.0,32.9,41.6,30.8,6.8,11.7,3.4,6.888674198,13.3287482
47039.0,27.5,50.0,40.1,8.5,12.8,3.3,1.875175897,4.032078942
48040.0,21.9,52.0,40.0,8.6,15.6,3.8,8.472619687,13.93784365
51377.0,17.9,44.8,37.4,7.4,13.0,3.5,42.78,70.31
59800.0,24.9,48.0,37.3,7.4,12.9,3.2,0.601530823,1.293435869
42700.0,21.4,52.9,39.9,9.4,17.1,4.2,2.678649892,4.406500558
48410.0,38.3,40.3,31.1,8.0,12.3,3.6,1.243332188,1.866588221
59938.0,31.8,46.8,37.8,6.7,11.3,3.4,2.672542081,5.171044445
66005.0,22.3,40.6,29.6,7.4,9.7,2.9,42.78,70.31
45710.0,29.7,44.4,32.7,7.8,12.7,3.8,2.508528907,3.359193412
43151.0,26.0,56.7,40.7,14.1,16.0,3.8,2.708387473,5.219002229
76475.0,22.8,39.2,30.1,7.7,10.5,2.7,34.26771406,70.31
35293.0,26.2,52.0,38.9,13.8,15.5,4.1,1.994852812,8.207394427
33976.0,16.4,51.1,36.3,11.6,18.4,4.8,18.35342469,39.15627261
41213.0,25.8,51.9,35.1,13.7,15.2,3.6,9.03141599,16.77842402
59266.0,34.2,45.9,36.4,8.6,14.0,3.6,19.73362368,14.7080246
47942.0,25.1,52.6,40.0,11.8,14.0,3.3,24.9890754,46.42431522
100075.0,21.8,38.2,29.0,6.6,10.7,2.7,42.78,70.31
50089.0,25.1,49.1,38.7,10.5,13.9,3.4,25.74392003,62.24133795
49577.0,18.3,50.1,39.2,8.2,11.7,3.1,9.484559655,16.64216213
45969.0,19.8,51.3,42.1,8.6,13.8,3.4,11.81899808,19.44278788
44562.0,23.1,49.5,35.0,11.0,12.8,3.4,3.876492463,15.94899756
60904.0,21.0,45.8,36.2,9.3,11.8,2.8,20.55497066,39.60896983
52058.0,32.1,44.0,34.2,7.2,12.0,3.5,1.213558862,2.348089056
55327.0,18.6,46.9,35.5,7.6,9.9,2.7,1.282273716,3.115122423
59744.0,25.1,42.5,33.7,7.4,11.5,3.0,1.971477981,4.239151573
58186.0,32.8,48.8,31.0,11.0,14.5,3.6,9.341251785,19.48183887
39463.0,25.5,49.3,37.2,11.3,13.2,3.6,0.499201659,2.053858253
56818.0,20.1,47.4,37.5,7.3,12.5,3.2,10.1016541,15.4842873
60309.0,25.2,42.3,31.0,8.9,11.5,3.3,22.09801768,16.10200771
55198.0,26.3,46.8,33.8,9.6,11.7,3.3,0.963465577,2.340618221
33892.0,26.2,52.6,38.5,10.1,16.9,4.3,3.183964187,5.648431235
50565.0,28.3,51.7,36.9,12.4,15.0,3.6,2.166725308,4.518858318
53360.0,21.4,50.1,37.0,8.6,12.9,3.3,19.64363611,32.31467231
49482.0,28.2,42.0,30.3,8.6,11.4,3.3,16.48968772,33.15732171
77257.0,17.9,41.3,32.0,7.7,11.7,3.1,0.411481372,0.704037492
61614.0,16.9,48.4,40.3,7.3,12.9,3.1,2.096356352,4.507670088
34442.0,25.6,45.9,34.3,10.6,13.2,3.7,0.979225693,1.737170604
58096.0,28.8,45.9,37.0,7.0,11.4,3.2,0.96047111,2.483685206
55280.0,21.5,50.5,40.9,9.4,14.7,3.4,42.78,70.31
45796.0,24.1,48.6,33.4,10.8,13.7,3.4,9.133111328,31.88906909
92310.0,15.2,33.6,28.7,4.6,11.2,2.5,42.78,70.31
64714.0,19.8,41.4,30.7,7.1,9.8,2.7,22.04725507,51.48924164
75421.0,19.6,37.7,32.6,5.7,8.0,2.5,13.46869943,23.98014094
54774.0,23.2,46.3,35.7,6.5,14.1,3.3,0.765037718,1.258521743
56493.0,27.4,47.3,41.0,7.5,11.6,3.2,3.294786416,5.050402536
50568.0,24.6,53.0,37.8,10.7,13.5,3.3,5.429588512,13.12717151
47068.0,35.1,50.4,35.3,10.7,15.9,4.2,1.001796331,1.648000399
67087.0,17.2,37.1,28.6,6.1,8.2,2.4,33.80305092,70.31
51402.0,35.7,38.8,26.3,8.7,12.6,3.8,3.496669354,6.712439162
49857.0,29.0,42.0,31.0,9.1,13.6,3.7,6.212383024,9.268312538
52292.0,28.0,46.5,38.0,7.3,10.9,3.1,2.755809976,4.224234269
51676.0,27.5,41.8,32.7,7.9,10.7,3.3,3.727536924,8.705303624
48394.0,30.6,45.2,31.1,6.7,11.5,3.4,2.558443045,3.42603388
47757.0,26.0,50.9,37.1,10.7,15.6,4.0,11.14096837,10.5684245
74240.0,19.7,29.3,22.5,5.4,7.5,2.3,42.78,70.31
80319.0,22.1,37.2,27.5,6.6,10.0,2.7,42.78,70.31
55190.0,26.7,37.5,28.4,8.3,11.3,3.4,2.197340658,5.131677563
55013.0,24.9,44.1,31.3,9.1,12.4,3.2,42.78,69.77746682
56478.0,21.9,50.9,37.3,8.1,11.3,3.2,35.32726676,70.31
41541.0,24.8,52.4,39.6,13.5,16.1,3.8,14.2597461,27.47821257
69298.0,21.6,43.1,33.3,8.1,12.0,2.8,21.41505419,70.31
46096.0,25.4,48.4,33.6,10.3,12.4,3.6,7.358013606,17.87536692
66898.0,27.9,44.9,32.3,9.3,11.6,3.2,24.55356571,33.36673627
79134.0,15.3,41.2,31.1,7.6,9.7,2.7,9.145601491,15.57691294
54865.0,30.6,46.8,34.7,7.9,11.5,3.4,2.621313976,6.640866944
59732.0,27.8,49.4,32.0,10.0,12.4,3.5,9.729274266,16.57103235
35826.0,24.6,50.5,36.2,12.9,16.5,4.2,0.715592644,5.769251698
49399.0,27.0,46.5,37.0,9.8,14.8,3.9,2.230403684,3.956791311
64850.0,28.4,32.5,23.5,6.7,9.3,3.1,9.895683904,11.99196585
46149.0,18.3,42.6,32.0,7.3,13.2,3.4,42.78,70.31
57599.0,26.2,48.2,35.2,8.7,11.8,3.2,11.97181664,15.21343571
46742.0,23.3,52.3,38.8,12.6,15.2,3.6,5.955407325,11.47593704
46629.0,21.2,54.0,40.1,13.0,15.0,3.5,6.223289221,11.99213947
48763.0,15.1,42.9,35.0,7.4,13.1,3.5,42.78,70.31
44502.0,25.5,43.7,30.4,8.6,11.5,3.2,17.70029469,16.79066145
55603.0,33.0,44.3,34.3,7.0,11.3,3.3,4.635879847,11.74459127
32495.0,25.1,57.9,46.0,9.7,19.8,4.6,2.018233501,7.046841457
46068.0,27.1,48.7,36.7,11.5,13.0,3.6,6.745574767,10.7397824
56754.0,18.8,48.2,39.1,8.2,11.7,3.0,20.93376728,48.90914077
46233.0,22.7,54.1,38.9,11.1,14.5,3.6,10.51957284,36.73002254
66164.0,23.7,48.3,35.0,10.0,13.2,3.2,5.854786118,11.28204222
30239.0,31.0,59.0,43.0,14.5,23.9,5.9,0.913073038,0.93612628
51771.0,20.2,47.7,36.1,8.4,13.0,3.1,5.133261343,52.62792237
41180.0,30.2,46.6,34.4,8.9,13.5,3.7,0.729208384,1.199580863
34090.0,27.7,56.2,39.3,12.7,22.1,5.2,0.508563022,0.521403207
49122.0,32.3,45.9,33.0,9.9,12.6,3.4,0.561289797,2.309306594
65060.0,27.1,42.6,35.8,6.5,9.8,2.9,3.325357992,8.424500142
36471.0,29.5,54.0,36.8,11.9,16.9,4.5,12.57421541,22.30696921
60044.0,26.6,45.8,34.2,7.7,11.2,3.1,3.819945535,9.677493905
36236.0,20.4,56.9,42.6,11.4,16.5,3.9,1.043476878,10.69807603
76224.0,14.2,43.4,36.1,5.8,8.9,2.5,4.071250676,10.52785968
41572.0,21.1,54.4,40.8,9.1,15.0,3.7,42.78,47.76272167
51656.0,15.5,44.7,36.8,6.6,11.7,3.1,17.67326389,37.70517765
62204.0,18.1,48.2,38.8,7.0,12.4,2.9,42.78,70.31
50050.0,30.9,38.4,28.7,8.3,12.9,3.6,0.919844169,1.372324149
45146.0,27.8,52.7,37.4,14.5,16.6,4.0,0.471110254,0.907818947
46835.0,25.6,51.5,39.0,11.2,14.4,3.4,4.041476847,15.89328706
95956.0,22.0,36.6,28.4,6.8,9.8,2.7,42.78,47.80228616
64387.0,15.0,30.9,28.4,4.5,7.4,2.2,40.8804982,70.31
34002.0,26.5,59.5,43.8,14.8,16.8,4.0,1.423481146,2.743016407
44564.0,28.0,47.7,34.5,10.7,13.2,3.5,0.656701464,2.701857454
45400.0,23.5,53.6,40.9,10.2,14.7,3.6,12.50814414,43.6732958
55384.0,35.7,43.7,29.5,9.9,14.3,4.1,0.220355616,0.423009302
70938.0,24.9,44.7,30.8,8.2,11.6,3.1,9.217011195,16.35120587
43610.0,29.3,44.9,31.5,10.3,14.1,3.8,6.876041575,55.43602897
40965.0,24.0,46.9,31.9,10.8,15.6,3.9,8.291032109,8.500363849
30742.0,22.9,55.9,40.5,16.2,17.2,4.2,6.907557556,13.31070929
53947.0,22.3,51.0,39.8,9.9,12.2,3.1,8.04481959,19.45004235
51388.0,25.5,48.8,34.0,10.7,13.1,3.4,24.38745604,17.77023672
48580.0,34.7,47.6,31.5,11.1,14.5,3.8,4.97302109,20.46042963
98247.0,22.8,31.2,23.0,5.9,8.1,2.7,10.36871046,12.56519741
52568.0,31.7,42.7,31.9,6.4,10.9,3.4,1.493760733,2.000308308
59587.0,33.2,45.4,27.9,10.0,13.4,3.8,42.78,70.31
49776.0,28.6,43.2,31.4,8.4,12.7,3.7,5.724817071,13.25289151
105532.0,19.9,32.9,25.3,4.7,9.5,2.4,6.064388152,10.75837461
44492.0,22.1,49.7,38.5,10.9,13.8,3.6,5.19817776,12.1448951
39176.0,25.5,57.5,38.1,11.7,16.7,4.1,0.517206256,5.302572551
40009.0,32.7,37.8,25.5,8.5,11.7,3.9,0.908573936,1.101044427
64245.0,34.4,41.6,30.0,8.5,12.1,3.7,14.07700442,10.49198722
51036.0,25.2,41.1,32.0,9.8,12.0,3.7,0.665472352,1.55414661
59787.0,27.6,43.2,35.8,6.7,11.1,3.3,4.718606197,9.129930091
42291.0,20.7,48.6,37.1,7.7,12.2,3.1,1.484270889,2.441692929
50427.0,22.2,50.7,35.4,10.3,13.2,3.2,18.7914913,39.19097933
45767.0,24.3,50.5,36.7,9.7,14.3,3.7,10.12341555,16.65347771
67335.0,21.6,48.3,37.6,7.6,12.3,3.1,7.593934737,13.47182808
54058.0,30.8,46.6,35.8,8.0,12.8,3.4,0.519516882,1.117086181
50981.0,31.4,50.2,38.6,8.8,13.4,3.5,0.751270563,1.615412304
54491.0,31.1,47.0,34.8,9.6,12.0,3.4,9.932162488,15.8132209
52085.0,22.3,48.0,36.4,7.8,14.8,3.5,4.38929703,7.220592683
49244.0,26.6,48.0,36.8,9.0,11.7,3.3,42.78,68.90202498
55531.0,24.9,45.3,36.3,7.7,11.7,3.3,0.319125181,0.489169986
51682.0,24.9,41.5,33.7,7.6,10.6,3.2,15.67548003,24.02810807
60531.0,25.9,42.1,33.8,7.0,10.1,3.0,5.446949364,13.7993641
37901.0,23.5,52.3,38.5,11.3,15.3,3.9,8.028361593,14.08703199
55371.0,30.6,46.6,37.3,8.3,12.1,3.5,2.699568956,4.138025407
56259.0,25.8,46.8,38.5,7.9,11.5,3.3,2.647588619,4.058347518
58641.0,23.1,45.9,33.6,9.3,11.6,3.1,2.221930409,9.141656541
57328.0,22.4,39.8,35.1,6.7,9.1,2.9,16.3168918,29.0511617
42112.0,14.0,36.3,29.3,6.6,10.3,2.8,40.27072739,41.28748155
48471.0,17.4,45.0,35.0,9.3,15.1,4.0,0.300155968,0.447805505
45742.0,22.5,53.2,39.4,11.2,13.7,3.5,2.455234553,5.736349828
47674.0,29.3,36.2,26.6,6.6,10.1,3.1,3.461307252,5.196387102
44271.0,37.4,52.3,39.5,10.9,16.0,4.3,0.811852289,1.745677579
49995.0,28.2,49.0,38.5,7.8,11.5,3.3,4.618580726,7.079576295
33983.0,21.8,55.8,41.6,11.2,18.4,4.4,1.41744466,14.53211955
51192.0,24.3,51.3,39.3,9.5,14.4,3.7,4.712371766,7.752065277
59087.0,28.7,45.4,36.8,7.6,11.0,3.3,4.154075432,7.396060388
48489.0,20.7,38.3,29.2,7.6,9.6,2.8,22.85510159,21.68055842
44659.0,29.6,39.0,29.4,7.4,11.3,3.5,0.643014012,0.965343287
38418.0,23.1,53.8,37.7,11.5,17.3,4.0,4.022237903,14.04400075
45510.0,28.2,49.4,32.5,9.9,12.4,3.5,13.42536194,23.8169242
99087.0,18.7,24.3,19.4,4.9,7.2,2.4,6.432063378,15.02146478
60187.0,16.7,31.8,24.6,6.5,8.5,2.9,38.64339651,53.56293465
44371.0,19.5,52.3,41.5,9.6,14.1,3.5,25.42551167,59.40354225
52050.0,22.5,44.9,34.0,9.0,11.8,3.1,1.261284912,10.16873242
53381.0,17.8,43.1,33.4,7.4,11.8,3.1,42.78,70.31
81033.0,20.2,26.9,20.3,5.1,7.2,2.4,10.15212032,12.30272524
36760.0,26.5,57.2,42.0,11.6,19.3,4.8,20.66089745,19.5991163
61883.0,20.9,53.4,40.4,7.8,13.4,3.2,17.70620558,29.12751121
40602.0,36.5,44.2,30.8,9.9,14.3,4.1,7.285529109,10.9376102
47191.0,30.9,49.6,35.6,10.8,13.7,3.7,0.478035248,1.966773591
56312.0,31.4,42.8,34.4,7.8,11.6,3.5,3.059686104,7.751443929
53377.0,29.3,47.1,33.8,10.1,14.9,3.9,42.78,70.31
49845.0,14.3,47.2,37.8,7.5,12.9,3.1,2.024968116,3.33116439
61959.0,24.0,40.7,35.3,6.0,9.9,3.0,11.58435259,22.41431578
54478.0,23.4,48.7,35.1,9.9,13.1,3.4,23.38932393,41.04027335
61087.0,24.9,42.8,33.4,8.3,11.8,3.1,42.78,70.31
33199.0,23.2,52.2,42.4,10.3,18.6,4.5,3.536882143,7.893080169
42890.0,27.7,40.1,30.5,8.2,12.4,3.6,2.198099416,3.299959993
31557.0,35.1,47.3,30.4,9.4,18.4,5.3,1.510213212,1.830133767
36384.0,30.6,58.6,38.9,16.3,18.1,4.2,2.683345959,4.985078346
52682.0,22.1,41.3,32.0,7.3,10.5,3.2,42.78,70.31
65776.0,22.0,42.1,33.6,5.8,9.7,2.8,2.798397252,3.747358697
40486.0,34.9,54.0,38.2,11.5,17.0,4.4,3.000706749,4.936298694
39443.0,26.3,54.2,38.2,14.0,15.8,3.9,6.969404181,14.53518355
65955.0,20.9,46.2,34.4,8.5,12.1,3.1,4.375335384,4.150483165
47074.0,17.9,45.1,31.7,9.5,14.0,3.4,32.91174455,33.74269933
36408.0,22.8,60.4,43.5,12.2,17.0,4.2,0.88547746,9.078212842
58170.0,18.7,35.0,27.6,7.1,10.4,2.9,4.835611284,7.214293858
63689.0,21.2,40.8,29.5,8.2,10.4,2.8,31.16528334,70.31
62958.0,21.2,38.9,30.7,6.4,11.0,2.9,42.78,70.31
45389.0,14.0,30.1,24.9,4.8,6.9,2.2,12.60700428,29.18508276
67597.0,25.7,47.0,40.3,6.6,10.0,2.9,5.034252545,12.75383324
41156.0,27.4,52.3,36.1,12.4,15.7,3.9,2.589696005,9.042153527
59931.0,25.5,45.3,36.0,6.2,10.5,2.9,2.400281814,6.206896143
38566.0,16.7,43.7,31.5,7.5,16.2,4.0,42.78,70.31
39859.0,26.9,56.5,39.4,13.5,16.1,4.0,4.548256797,9.485710065
56997.0,14.5,37.1,29.0,5.8,9.1,2.5,11.87434544,21.06538255
52689.0,23.7,45.7,33.7,10.4,12.5,3.4,23.10200407,36.78122403
44130.0,37.8,47.2,35.0,9.1,13.3,4.1,1.796459592,3.198479144
67187.0,20.7,38.9,27.8,6.9,10.9,2.8,42.78,70.31
69880.0,19.6,43.7,33.5,7.9,10.5,2.6,19.72691747,70.31
47840.0,23.9,45.2,32.9,8.7,10.9,3.1,42.78,70.31
34054.0,29.6,59.8,41.3,16.8,18.3,4.3,3.064725844,5.693599958
46054.0,28.5,54.0,36.2,13.4,15.6,3.6,3.23525555,6.010407391
47993.0,22.5,52.0,34.9,9.9,16.1,3.6,11.46230537,40.02165687
57193.0,22.7,50.5,38.0,9.9,12.9,3.1,5.630868495,22.14364025
47561.0,15.5,30.8,24.9,5.4,7.4,2.3,10.75707632,25.12211612
37177.0,21.3,54.9,42.4,8.3,20.2,4.7,2.098458967,3.452060172
38106.0,17.0,50.5,39.1,7.3,18.0,4.2,42.78,70.31
45374.0,27.4,40.2,30.5,9.8,13.0,3.7,18.69423509,31.93194905
70756.0,18.3,34.1,26.1,5.8,9.1,2.6,42.78,70.31
54282.0,30.0,43.7,35.4,7.8,11.5,3.3,1.908891702,4.836008168
61764.0,37.3,42.0,29.1,9.1,13.5,3.7,2.172163446,3.853471689
36310.0,24.4,55.5,39.4,12.3,19.0,4.6,2.542498841,2.606691779
40546.0,27.2,54.8,36.1,11.3,16.1,3.8,2.487355947,8.684824129
38879.0,24.8,52.0,37.7,12.1,14.4,3.6,2.915377673,6.080225583
52872.0,25.9,42.8,30.8,8.4,11.5,3.2,42.78,70.31
40541.0,29.4,54.6,38.6,12.9,15.5,3.8,2.127989767,4.438072617
66383.0,24.8,44.0,35.0,6.7,11.1,2.9,1.293768921,3.345561042
58587.0,26.5,43.7,34.2,7.2,10.7,3.1,2.014295604,5.103039626
28962.0,28.3,64.8,46.9,16.4,25.3,6.2,0.734414197,1.715867328
75836.0,22.5,42.1,31.6,6.8,12.0,2.9,42.78,70.31
48533.0,22.0,52.9,38.0,10.3,15.1,3.7,9.465287406,16.60834591
47869.0,26.7,36.8,25.6,7.6,10.0,3.3,1.936686692,2.346950539
48950.0,25.5,51.6,37.5,11.0,15.3,3.5,14.41928367,27.78563791
70420.0,19.4,37.1,27.8,6.9,8.8,2.6,42.78,70.31
